Client family name	Date Time of recording	Time of sample in recording	Time of sample in annot	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue	X0 DLC_HyoidMandible	Y0 DLC_HyoidMandible	X1 DLC_HyoidMandible	Y1 DLC_HyoidMandible	X0 DLC_ShorttendonMandible	Y0 DLC_ShorttendonMandible	X1 DLC_ShorttendonMandible	Y1 DLC_ShorttendonMandible
eu01	08/05/2024 11:54:09	1.2100	0.0200	Eta guai zengeiti hitza esanko dot	e	1.1001	-47.1468	-4.5235	-36.9259	-5.6471	-25.4701	-5.9257	-13.8765	-3.5583	-3.7338	5.8975	4.8977	14.8936	5.0615	20.3886	4.2283	26.8610	5.6893	31.5431	4.6975	36.4205	4.4945	4.8221	-55.9090	42.2014	-33.0723	37.0459	-27.5732	42.2014	-33.0723
eu01	08/05/2024 11:54:09	1.5600	0.0200	Eta guai zengeiti hitza esanko dot	i	3.2193	-49.5250	-1.3498	-37.9474	-1.1872	-25.0607	0.0371	-14.3419	-0.6902	0.1798	4.1068	10.7911	12.9395	13.2760	18.4753	13.3831	23.6895	13.4210	28.4272	11.9755	33.2719	9.0599	11.8417	-57.4372	43.5453	-34.5077	38.4344	-29.3673	43.5453	-34.5077
eu01	08/05/2024 11:54:09	1.4150	0.0350	Eta guai zengeiti hitza esanko dot	i	3.2113	-49.8519	-1.1532	-39.6820	-1.6837	-26.6428	-1.0765	-14.8690	-3.5678	0.5169	3.0551	12.0658	12.4443	15.5133	17.7584	15.9393	22.5662	15.6769	27.7734	14.9025	32.7964	13.8443	11.9852	-57.4097	43.0032	-33.7717	36.9985	-28.0047	43.0032	-33.7717
eu01	08/05/2024 11:54:38	1.3650	0.0250	Eta guai edai hitza esanko dot	a	-1.0253	-48.8015	-7.4826	-37.1512	-6.9828	-24.0983	-4.2394	-12.1359	-1.3005	0.4815	4.8827	10.9829	16.6628	14.5066	22.1322	14.4511	27.1233	14.3935	32.1177	13.9067	37.8435	12.4546	8.2662	-53.6017	40.7214	-30.7751	34.5655	-24.6993	40.7214	-30.7751
eu01	08/05/2024 11:54:38	1.4500	0.0600	Eta guai edai hitza esanko dot	i	0.1512	-49.2417	-5.7306	-38.3169	-6.4286	-27.8906	-4.2832	-17.1857	-2.5977	-5.2336	1.2609	5.4817	11.7966	10.9903	16.7824	11.8563	22.2105	12.1917	27.4350	11.9864	31.5812	11.5569	8.3868	-53.7604	42.2154	-32.1578	36.5800	-26.3493	42.2154	-32.1578
eu01	08/05/2024 11:54:38	1.2500	0.0900	Eta guai edai hitza esanko dot	u	-6.4009	-51.1645	-12.5990	-42.1174	-16.8766	-32.1451	-17.6747	-21.6013	-13.4010	-12.0168	-3.0782	-4.1687	9.1334	-2.1522	15.1524	-1.5362	21.2787	-1.5801	27.4376	-1.1756	33.7073	-3.2493	6.2105	-52.4736	46.6649	-34.4702	39.9886	-26.7216	46.6649	-34.4702
eu01	08/05/2024 11:55:22	1.0700	0.0200	Eta guai usatai hitza esanko dot	a	-3.3610	-52.9115	-10.6244	-44.6310	-13.4431	-33.9871	-11.6071	-23.5027	-4.7232	-13.1782	3.8568	-6.1444	14.1905	1.1804	21.7086	3.8813	27.0864	6.2501	33.1084	8.4394	38.6460	9.8947	7.1981	-54.9317	46.3366	-34.1338	38.7212	-28.2617	46.3366	-34.1338
eu01	08/05/2024 11:55:22	1.2100	0.0300	Eta guai usatai hitza esanko dot	a	-0.2713	-50.3252	-6.5226	-38.6779	-6.3525	-24.9840	-3.4904	-13.1298	-1.2110	0.1612	5.2442	10.4132	16.7461	11.9523	21.6647	11.4010	26.6416	10.4177	31.7301	9.8858	36.2492	9.5978	9.4439	-55.3983	41.8078	-33.0172	36.9308	-26.7989	41.8078	-33.0172
eu01	08/05/2024 11:55:22	1.2750	0.0350	Eta guai usatai hitza esanko dot	i	1.8719	-50.0990	-2.4369	-37.9782	-2.9721	-26.6188	-4.0358	-12.6182	-4.4509	1.1645	7.5865	12.0964	18.6060	13.5579	23.5436	13.9964	28.9336	13.5620	34.2631	13.4816	40.1192	13.7693	9.8444	-56.6768	45.1126	-31.9090	38.2868	-25.5292	45.1126	-31.9090
eu01	08/05/2024 11:55:22	0.9050	0.0350	Eta guai usatai hitza esanko dot	u	-2.8792	-52.7203	-10.6503	-43.5726	-13.2542	-31.5592	-11.6837	-20.1481	-8.1580	-8.2710	1.2521	1.3040	14.2094	6.4952	20.6452	8.2765	26.6518	9.6503	33.2925	10.8025	40.3869	10.6634	8.9474	-55.2931	48.4141	-35.3025	42.2628	-27.3269	48.4141	-35.3025
